年度,Y,YR,C,CR,PC,SALES,GR,G,PG,X,XR,PX,M,MR,PM,PY,PI,I_N,IR_N,K_N,KCG_N,D_N,DELTA_N,KTR_N,NP_N,I_H,IR_H,K_H,KCG_H,D_H,DELTA_H,KTR_H,NP_H,I_F,IR_F,K_F,KCG_F,D_F,DELTA_F,KTR_F,NP_F,I_G,IR_G,K_G,KCG_G,D_G,DELTA_G,KTR_G,NP_G,KTR_W,NP_W,I,IR,KR_N,KR_H,DPH,PH,WB_N,WB_H,WB_W,N,UN,W,N_W,N_N,LF,UR,T_N,T_H,T_F,T_W,T_G,B2,B2_N,B2_H,B2_F,B2_G,SBEN_H,SCON_H,OTR_H,STR_H,STR_N,STR_F,STR_W,STR_G,CPEN_H,CPEN_F,Y_H,YD_H,YDR_H,S_N,NL_N,S_H,NL_H,S_F,NL_F,S_G,NL_G,S_W,NL_W,CAB,TAU_N,TAU_H,TAU_SC,YFC,WS,ULC,YR_W,TIME,GOLD,D2007,D2008,D2009,D2010,D2011,D2014,D2020,YR_GAP,NW_N,NW_H,NW_F,NW_G,FNWR_H,NWR_H,IBA_H,IBL_H,EQA_H,PENA_H,NIB_N,NEQ_N,NIB_G,NIB_W,NEQ_W,NPEN_W,NEQ_F,PENL_F,IBA_FH,IBL_FH,NIB_F,IBATR_H,IBLTR_H,EQATR_H,PENATR_H,NIBTR_N,NEQTR_N,NIBTR_G,NIBTR_W,NEQTR_W,NPENTR_W,NEQTR_F,PENLTR_F,IBATR_FH,IBLTR_FH,NIBTR_F,IBACG_H,IBLCG_H,EQACG_H,PENACG_H,NIBCG_N,NEQCG_N,NIBCG_G,NIBCG_W,NEQCG_W,NPENCG_W,NEQCG_F,PENLCG_F,IBACG_FH,IBLCG_FH,NIBCG_F,FNW_H,FNW_N,FNW_F,FNW_G,FNW_W,FA_H,FL_H,FATR_H,FLTR_H,RA_H,RL_H,RN,CHI,PSI,EPS_N,EPS_H,EPS_F,EPS_G,EPS_W,FNL_H,GAPNL_H,FNL_N,GAPNL_N,FNL_F,GAPNL_F,FNL_G,GAPNL_G,FNL_W,GAPNL_W
2014,523422.8,530195.3,360755.7,360980.9,0.9993761442779936,625454.1,40948.5,40924.7,0.9994187821287714,92572.1,92643.3,0.9992314608827622,102031.1,96071.3,1.0620351759578563,0.9872264050624363,0.996,87933.2,88286.3453815261,852207.0,9483.4,82765.8,0.09881820467689213,2885.1,-717.0,20245.2,20326.506024096387,403339.2,11729.1,23923.6,0.06052187199981785,-991.4,-535.3,2464.1,2473.995983935743,9886.8,467.7,2402.2,0.25672209635361004,-2768.0,60.6,20559.1,20641.666666666664,598010.8,17513.8,17589.8,0.030457067254090153,603.7,1191.8,270.7,0.0,131201.6,131728.5140562249,855629.5180722892,404959.0361445783,0.029672252038700848,1.0277615230093298,258324.8,258435.2,-110.4,6381.0,233.0,40.50073656166745,-2.725876351209123,6378.274123648791,6614.0,0.03522830359842758,58461.6,28075.0,4304.9,0.0,90841.5,225100.7,133863.7,60459.8,13187.5,17589.8,76911.2,74895.0,66398.8,68415.0,6515.1,-453.3,1771.2,-76248.0,-550.2,-550.2,410930.4,382855.4,383094.3956307829,111886.1,27555.000000000007,21549.5,848.1999999999992,11125.7,5833.0,-5631.2,-26778.399999999998,-8703.1,-8432.4,8432.4,0.11169096951833203,0.07333055769880743,0.19617709399631822,483425.5,0.5343632059128035,0.5785749519954081,205.992993,21.0,3510.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-34.61405622493476,255831.5,1836273.3,100458.89999999951,4305.40000000014,1433828.602177845,1837419.5847216554,980728.7999999999,317832.19999999995,255147.5,514890.0,-203738.39999999997,-392637.1,-593705.3999999999,-543340.2,213425.4,0.0,-75935.8,514890.0,317832.19999999995,980728.7999999999,1344294.4999999995,20425.800000000003,3350.7999999999997,-807.3,2838.1,19807.299999999996,-1131.3000000000002,-23655.399999999998,-17016.5,8584.1,0.0,-6645.5,2838.1,3350.7999999999997,20425.800000000003,20864.60000000002,693.4999999998108,-189.1000000000463,35080.7,15471.7,-2361.000000000002,-83965.0,21120.200000000004,-48060.4,42368.9,0.0,6515.400000000001,15471.699999999999,-189.1000000000463,693.4999999998108,29538.999999999858,1432934.1,-596375.5,90572.09999999951,-593705.3999999999,-329914.79999999993,1750766.2999999998,317832.19999999995,22456.600000000002,3350.7999999999997,0.004471164709346763,0.007021629652376318,0.006991346213121863,0.008600484878754295,0.022301332191658065,-5751.519388426532,10169.77564284153,4802.95632717962,7471.8,-17691.65826471599,19105.800000000003,18257.600000000002,18675.999999999996,-8879.000000000011,-5693.999999999984,-11526.999999999984,-23655.399999999998,3123.0,-8432.4,0.0
2015,540740.8,539413.5,364798.3,364953.6,0.9995744664527217,633867.7999999999,41305.8,41327.9,1.0005350338209162,92009.6,93616.7,0.9828331910866331,93126.8,96499.5,0.965049559842279,1.0024606354865053,0.998,92745.3,92931.1623246493,862123.4,1148.3,83977.2,0.0985408474701569,2477.9,233.2,20662.8,20704.208416833666,400787.6,597.8,23812.2,0.05903765366718633,-1113.1,-1267.7,2559.2,2564.3286573146293,10028.7,54.8,2472.1,0.25004045798438324,-5674.9,-8.9,19764.7,19804.30861723447,603508.7,3622.9,17889.7,0.02991534601047339,3609.3,1043.4,700.9,0.0,135732.0,136004.00801603205,863851.1022044088,401590.78156312625,0.0014821272021167294,1.029284796319871,261892.1,262003.5,-111.4,6414.0,218.0,40.84869036482694,-2.7271376145738513,6411.272862385426,6632.0,0.03287092882991556,61645.7,28773.1,4332.1,0.0,94750.9,237727.4,145267.5,61958.1,12612.0,17889.7,77767.3,76713.4,68850.5,69904.4,7030.9,-923.4,1748.1,-77760.0,-930.9,-930.9,418746.5,389973.4,390139.4174102237,123041.3,32540.7,24244.2,3736.0000000000014,9969.6,1744.4000000000005,-2080.3,-19279.100000000002,-18295.7,-17594.8,17594.8,0.11400230942440444,0.0737822118123954,0.2003717330355011,499619.5,0.524183103341643,0.5673261164695187,212.96872,22.0,3421.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.89198396797292,317615.6,1830417.1,136132.7,-65852.90000000014,1430238.1142982298,1831196.3354723966,991431.8999999999,323381.5,243785.1,517794.0,-187252.40000000002,-357255.4,-669361.6000000001,-519064.79999999993,180622.4,0.0,-67152.1,517794.0,323381.5,991431.8999999999,1379100.5,12829.800000000001,6034.799999999999,-3052.2,5345.4,15101.400000000001,3770.7,-14398.800000000003,-14328.400000000003,-3266.4,0.0,2547.9,5345.400000000001,6034.799999999999,12829.800000000001,13625.80000000001,-2126.7000000000244,-485.4999999999527,-8310.2,-2441.4,1384.5999999999985,31611.0,-61257.4,38603.8,-29536.6,0.0,6235.799999999999,-2441.3999999999996,-485.4999999999527,-2126.7000000000244,21180.19999999993,1429629.5,-544507.8,126104.0,-669361.6000000001,-338442.3999999999,1753011.0,323381.5,15123.000000000002,6034.799999999999,0.004651151531436502,0.005774912912457886,0.006749416160114352,0.008684609783436159,0.020554681582473925,-3898.394308692572,9927.943525280687,5679.944529697508,8517.800000000014,-19104.436867166896,9088.200000000003,5352.200000000001,18872.100000000002,-13668.599999999999,4033.3000000000093,2288.9000000000087,-14398.800000000003,4880.299999999999,-17594.800000000003,-3.637978807091713e-12
2016,544829.9,543479.1,363301.8,364350.9,0.9971206328843979,629644.2000000001,41966.7,41832.5,0.9968022265272228,89244.3,96831.6,0.9216443805534557,84814.3,96053.9,0.8829865315203236,1.0024854681624373,0.991,92002.6,92838.14328960647,865999.4,-3515.0,84611.6,0.09814325884206368,3173.4,1365.0,21147.1,21339.152371342076,398401.4,45.3,23578.6,0.05883066242568383,-1462.8,-2319.6,2502.2,2524.9243188698283,10047.4,5.5,2489.0,0.2481877012972768,-5395.7,17.7,19613.7,19791.826437941476,609769.5,4633.6,17986.5,0.029803215761429788,3436.6,936.9,248.5,0.0,135265.6,136494.04641775985,873864.1775983855,402019.5761856711,0.00011302744895301151,1.0294011337546451,268144.7,268251.3,-106.6,6486.0,203.0,41.35851063829787,-2.5774622527458395,6483.422537747254,6689.0,0.03034833308416804,61086.2,29185.7,3964.1,0.0,94236.0,233660.8,144442.1,59815.2,11416.9,17986.5,78054.7,78432.1,68850.0,68472.6,7130.6,-811.5,1907.0,-76698.70000000001,-716.9,-716.9,420704.3,391518.6,392649.181140143,120805.4,30611.19999999999,27499.8,7209.500000000001,9538.8,1623.1999999999998,-1773.1,-18887.100000000002,-21677.1,-21428.6,21428.6,0.11211976435214,0.07454486198101444,0.2011216662469799,501805.5,0.5343598266659094,0.5801754084528862,220.221398,23.0,3424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.24641775980126,278207.0000000001,1856948.6999999997,128615.49999999997,-51939.80000000005,1462759.1205096424,1862310.9769861584,1016110.7999999999,329616.20000000007,253545.7,518507.0,-189936.2,-397856.19999999995,-661709.3,-530005.8,205816.1,0.0,-61505.6,518507.0,329616.20000000007,1016110.7999999999,1385075.2999999998,24602.5,6686.6,-5657.3,5535.7,10593.9,-1908.3000000000002,-13052.800000000001,-23129.0,1700.4,0.0,5865.200000000001,5535.7,6686.6,24602.5,25587.899999999987,76.40000000002328,-451.8999999999305,15417.9,-4822.7,-13277.7,-38692.5,20705.1,12188.0,23493.3,0.0,-218.70000000000005,-4822.7,-451.8999999999305,76.40000000002328,-19613.10000000005,1458547.2999999998,-587792.3999999999,118568.09999999998,-661709.3,-324189.70000000007,1788163.5,329616.20000000007,24480.9,6686.6,0.004818273755184966,0.005913847681030239,0.005693436679822998,0.012417167102302725,0.0190863548051928,-7005.5556254198455,8511.479676248448,6332.915645848764,9053.400000000014,-17786.93417395244,17794.300000000003,10584.800000000003,8685.599999999999,-21925.59999999999,8001.499999999983,6378.299999999983,-13052.800000000001,5834.300000000001,-21428.6,0.0
2017,555712.5,553173.5,369343.2,368500.8,1.0022860194604735,650360.4,41178.4,41369.5,1.0046407825461892,98692.3,102964.9,0.9585043058362608,94647.9,99688.2,0.9494393518992218,1.0045898800285986,1.004,96863.3,96477.39043824702,884008.4,7214.9,86069.2,0.0993871358340433,3010.7,1853.9,20996.9,20913.247011952193,402794.7,7112.2,23715.8,0.05952740125913212,-1732.1,-2490.1,2562.6,2552.390438247012,10163.6,59.6,2506.0,0.2494177598184605,-2844.5,-266.8,20532.6,20450.796812749002,621684.3,9746.4,18364.2,0.030116626036559718,1260.3,903.0,305.4,0.0,140955.40000000002,140393.82470119523,880486.454183267,401189.94023904385,0.017851844898135398,1.0477778431323976,273598.0,273710.4,-112.4,6580.0,184.0,41.59732522796353,-2.702096814735574,6577.297903185265,6764.0,0.027202838557066823,63331.4,30354.7,4551.9,0.0,98238.0,237358.5,148712.7,59482.4,10799.1,18364.2,78076.6,80308.1,70467.4,68235.9,7283.6,-547.0,1965.0,-76937.5,-418.9,-418.9,426190.3,395835.6,394932.77598851145,122285.2,26578.699999999993,26073.5,5834.5999999999985,8938.3,3797.999999999999,3866.5,-16308.8,-22399.5,-22094.1,22094.1,0.11396432507816542,0.0766851187715304,0.20511950134680704,510956.5,0.5354624121622877,0.5823649483248287,228.555779,24.0,3458.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-176.22470119525678,217921.90000000002,1912297.2999999998,146418.79999999996,-43971.99999999988,1506059.7181756152,1907935.7218106082,1034967.6,337297.2,291366.6,520465.6,-181750.4,-484336.1,-665656.2999999999,-544464.2,233907.8,0.0,-40938.3,520465.6,337297.2,1034967.6,1395329.5,19619.899999999998,8090.8,-4582.3,2665.8,23295.5,-3151.7,-10056.699999999997,-23832.0,1738.0,0.0,5996.0,2665.8,8090.8,19619.899999999998,10593.200000000003,-763.0999999999513,-409.8000000000584,42403.2,-707.2,-15109.699999999999,-83328.2,6109.7,9373.599999999999,26353.7,0.0,14571.3,-707.1999999999999,-409.8000000000584,-763.0999999999513,-338.9999999998927,1509502.5999999999,-666086.5,136255.19999999995,-665656.2999999999,-310556.39999999997,1846799.7999999998,337297.2,17703.399999999998,8090.8,0.0050270172708788185,0.005869304577684013,0.004486249134876361,0.014696264630286024,0.019078430956573394,-8207.310272093819,8196.525296928769,8676.16405650768,9338.699999999997,-20214.87340853447,9612.599999999999,3778.0,20143.8,-6434.899999999994,2394.3000000000056,-1403.6999999999935,-10056.699999999997,6252.100000000002,-22094.0,0.09999999999854481
2018,556570.5,554532.0,371838.0,369679.5,1.0058388414829602,658480.9,41356.4,42025.3,1.0161740383592384,101161.2,104999.5,0.9634445878313705,101910.4,102698.8,0.9923231819651251,1.0036760727965204,1.015,99833.2,98357.83251231528,902565.2,6594.2,87870.6,0.09940018669505855,2942.6,2249.7,20238.0,19938.916256157638,403525.5,4311.9,23819.1,0.05913459139358089,-2012.8,-3613.5,2496.5,2459.6059113300494,10231.0,100.2,2529.3,0.24885867212405055,-1755.1,-187.8,20888.7,20580.000000000004,633522.4,9646.6,18697.2,0.030075071865253794,660.4,1551.6,164.9,0.0,143456.4,141336.35467980296,889226.7980295566,397562.0689655173,0.010704957140697233,1.0589942600361022,282308.9,282424.0,-115.1,6701.0,167.0,42.1465452917475,-2.730947440727417,6698.2690525592725,6868.0,0.024315666860803727,65204.5,31177.1,4416.6,0.0,100798.1,231994.7,144486.5,57147.7,11663.4,18697.2,78521.8,82426.9,70767.2,66862.1,6912.3,-630.1,1578.7,-74723.0,-390.4,-390.4,431506.9,400329.8,398005.90660206863,117061.1,17920.800000000007,28101.4,9464.100000000002,9726.2,5662.4000000000015,8635.0,-13144.900000000001,-19383.7,-19218.8,19218.8,0.11715407122727489,0.07787853914447537,0.20823518652693188,514303.60000000003,0.5489148821824308,0.5940262335976582,236.436701,25.0,3529.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140.95467980287503,278218.6,1903515.7000000002,170682.19999999995,-44270.79999999993,1491282.8359148342,1892465.8916467659,1059360.8,344417.8,259722.4,525324.8,-177556.19999999998,-446790.4,-677793.2,-573343.2999999999,218571.3,0.0,-31503.3,525324.8,344417.8,1059360.8,1432222.3,25422.8,7518.299999999999,-2468.5,3773.5,8938.9,-4623.1,-9938.400000000003,-19853.9,635.0,0.0,6456.6,3773.5000000000005,7518.299999999999,25422.8,20853.399999999994,-1029.5999999999294,-397.70000000002256,-29175.7,1085.7,-4744.700000000001,42168.8,-2198.499999999999,-9025.2,-15971.5,0.0,2978.3999999999996,1085.7,-397.70000000002256,-1029.5999999999294,16039.400000000092,1499990.2000000002,-624346.6,160451.19999999995,-677793.2,-354771.99999999994,1844408.0,344417.8,26727.8,7518.299999999999,0.006760963781178235,0.005229404519743172,0.0036695558468276164,0.012029869340732607,0.01906792687163186,-4758.222425236527,8420.697871746495,10099.086637789249,8874.300000000003,-21967.778225557064,19209.5,9745.399999999998,4315.799999999999,-13605.000000000007,5631.999999999996,-30.400000000005093,-9938.400000000003,3206.499999999998,-19218.9,-0.10000000000218279
2019,556800.7,550117.2,372637.9,368308.5,1.0117548196688375,654516.4,42264.3,43123.5,1.020329214017504,95656.1,102590.0,0.9324115410858759,97715.6,102943.7,0.9492139878399554,1.0121492292915037,1.023,97373.1,95183.87096774195,918606.9,8032.4,89363.8,0.09901090802082775,2602.0,3112.4,21150.3,20674.780058651028,410866.6,10008.5,23817.7,0.059024026982185764,-2030.4,-4179.5,2532.8,2475.8553274682313,10437.6,215.2,2541.4,0.24840191574626136,-1191.9,-36.6,22042.7,21547.11632453568,656837.5,20301.0,19028.6,0.03003619130120734,159.9,1103.7,460.4,0.0,143098.90000000002,139881.6226783969,897953.9589442817,401629.13000977517,0.02480264568162359,1.0852601194466507,287887.9,287994.7,-106.8,6760.0,162.0,42.60276627218935,-2.5068794668790777,6757.493120533121,6922.0,0.023403640566310314,64614.2,30356.4,4760.0,0.0,99730.6,227412.1,140115.0,56246.2,12022.4,19028.6,79518.1,83912.6,74636.0,70241.5,6571.6,-885.5,1158.3,-77085.90000000001,-796.7,-796.7,438600.3,408243.9,403500.82061741437,112668.7,14785.199999999992,34809.3,15808.100000000004,10450.7,6762.6,5646.7,-17339.8,-18671.2,-18210.8,18210.8,0.11604547192559206,0.07435849010848662,0.2096086776452815,515300.0,0.5586801862992432,0.6036745950078576,239.942193,26.0,4291.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.477321602986194,376404.1,1876034.2999999998,146464.6,-38143.69999999995,1448145.016476987,1854238.0659121089,1082080.2,350996.60000000003,209874.6,524209.5,-168312.4,-373890.4,-694981.2,-554463.1,194744.1,0.0,-30728.3,524209.5,350996.60000000003,1082080.2,1422048.4,24601.600000000002,6490.599999999999,-2376.9,952.3,8307.9,-62.40000000000009,-12561.3,-19762.8,1552.0,0.0,887.3000000000002,952.3,6490.599999999999,24601.600000000002,24016.2,-1882.2000000000953,88.20000000004711,-47470.9,-2067.6,935.9000000000005,72962.4,-4626.7,38643.0,-25379.2,0.0,-112.30000000000018,-2067.6000000000004,88.20000000004711,-1882.2000000000953,-34190.100000000144,1465167.6999999997,-542202.8,136027.0,-694981.2,-359719.0,1816164.3,350996.60000000003,23177.0,6490.599999999999,0.005759831849801891,0.004214285836387019,0.003703841197430953,0.014300441549326033,0.018133352927560242,-3863.5476081494417,5516.654999749269,13359.091385338987,9584.10000000001,-22803.950841255766,16686.4,878.2999999999975,8245.5,-6539.699999999992,5840.199999999996,-922.4000000000042,-12561.3,4778.5,-18210.8,0.0
2020,538787.8,528657.0,358522.3,354649.6,1.0109197923809867,623599.0,44534.6,44672.4,1.0030942233678983,84403.4,92347.6,0.9139750247976124,84811.3,96470.7,0.8791405058738042,1.019163275999372,1.02,90606.5,88829.90196078431,914623.2,-4179.5,90410.7,0.09842153373766296,3580.3,2558.3,19565.5,19181.86274509804,404354.8,-2035.0,24042.3,0.058516073100125444,-1977.8,-3557.4,2574.3,2523.823529411765,10343.6,-98.6,2569.7,0.2461964436268874,343.6,-183.5,23254.6,22798.62745098039,656877.4,-3844.4,19370.3,0.029490246826650426,-2155.2,1182.6,209.1,0.0,136000.9,133334.2156862745,896689.4117647058,396426.2745098039,-0.004952945797979199,1.079884884898323,283444.9,283549.6,-104.7,6702.0,199.0,42.30820650552074,-2.474697195834521,6699.525302804165,6901.0,0.028836400521663526,66408.8,30816.9,4726.8,0.0,101952.5,209149.8,125025.1,53388.6,11365.9,19370.3,80518.5,83308.5,93041.4,90251.4,19066.2,-45.4,2448.8,-111721.0,-1012.4,-1012.4,452021.3,421204.4,416654.61807603046,107030.0,17445.5,61669.7,43683.799999999996,11064.3,9017.1,-27286.3,-53878.69999999999,-16934.3,-16725.2,16725.2,0.12325594603292798,0.07316376562068203,0.2040655108380064,492594.7,0.5754119969216072,0.6293712943216797,238.936911,27.0,5093.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,261.6843137255637,198103.5,2005623.2,180732.4000000004,-21614.40000000014,1583971.7572732295,1983958.782008037,1140479.8,364367.4,289997.1,535158.9,-161568.50000000003,-554951.2,-678491.8000000002,-649146.1,277593.9,0.0,-12639.800000000003,535158.9,364367.4,1140479.8,1494299.9000000004,54345.799999999996,14142.5,2414.7,-713.9,16879.9,-2042.6000000000001,-51811.700000000004,-17062.899999999994,337.7,0.0,-709.8000000000002,-713.9000000000001,14142.5,54345.799999999996,51994.7,4053.8000000000975,-771.7000000000116,77707.8,11663.3,-10135.999999999998,-179018.19999999998,68301.1,-77620.1,82512.1,0.0,18798.3,11663.3,-771.7000000000116,4053.8000000000975,20256.800000000112,1601268.4,-716519.7,170388.8000000004,-678491.8000000002,-371552.19999999995,1965635.7999999998,364367.4,56046.59999999999,14142.5,0.005228939609452091,0.002984350411150943,0.003812426325565024,0.021304639006511,0.01809448321711072,-8256.59759884156,6121.697410364228,13084.513890123002,10358.400000000005,-21781.60947691261,41904.09999999999,-1779.7000000000044,14837.300000000001,-2608.199999999999,11795.499999999998,2778.399999999998,-51811.700000000004,2066.9999999999854,-16725.199999999993,7.275957614183426e-12
2021,554582.4,544672.3,370978.8,363275.1,1.0212062428721373,665079.8,44577.1,45737.5,1.0260313030681674,103842.4,103901.3,0.9994331158512934,110497.3,103509.0,1.0675139359862427,1.0181946098599102,1.058,98315.7,92925.99243856332,957178.3,37102.6,92863.2,0.10153164713075287,2852.3,4495.3,21049.4,19895.46313799622,435144.5,34760.3,25020.0,0.061876352154098334,-2531.9,-5437.6,2576.2,2434.971644612476,10651.6,327.6,2595.8,0.25095711357747785,-475.6,-151.4,22579.8,21341.96597353497,683927.0,24488.7,20018.9,0.030475854398400677,-215.4,1093.7,370.7,0.0,144521.1,136598.393194707,904705.3875236295,411289.69754253305,0.08596485067074758,1.1727170277702046,289417.1,289526.4,-109.3,6706.0,191.0,43.174232031017006,-2.5316026448710716,6703.468397355129,6897.0,0.02769319994200377,72349.1,32554.1,5011.5,0.0,109914.7,217386.0,131622.3,53888.4,11856.3,20018.9,84489.3,85683.3,81274.2,80080.2,18517.7,-599.0,2214.3,-100213.2,-1482.2,-1482.2,449791.7,417237.6,408573.29546529346,114031.8,14073.100000000006,44776.5,26632.799999999996,14156.7,11256.3,-8604.1,-32493.000000000004,-20141.9,-19771.2,19771.2,0.13045689874038557,0.07802292986058783,0.20342451313424076,506803.1,0.5710641864661049,0.6249017558977441,252.749514,28.0,6425.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-170.59319470694754,269444.0,2087238.5000000002,151744.69999999975,10748.0,1617786.8197843113,2043895.1627730483,1177018.8,372641.39999999997,310780.8,536935.8,-136746.60000000003,-550987.7,-673179.0,-696266.2,270418.0,0.0,-30211.100000000006,536935.7999999999,372641.39999999997,1177018.8,1512617.4,34791.8,8827.5,5966.7,-2328.9,10178.300000000001,3567.9999999999995,-31952.6,-22727.2,2956.0,0.0,-12490.7,-2328.8999999999996,8827.5,34791.8,44501.50000000001,1747.199999999997,-553.5000000000582,14817.0,4105.8,14643.600000000002,395.5,37265.4,-24392.9,-10131.9,0.0,-5080.599999999999,4105.8,-553.5000000000582,1747.199999999997,-26183.999999999945,1652094.0000000002,-687734.3,141093.09999999974,-673179.0,-425848.19999999995,2024735.4000000001,372641.39999999997,38429.6,8827.5,0.004969759191611893,0.002844826151898313,0.0018837486017834787,0.004710684470994927,0.018421257686268507,-8308.231997217954,10196.215164396446,15525.733832527296,9999.700000000003,-27734.635593195064,29602.1,2969.300000000003,13746.300000000001,-326.80000000000473,8375.4,-2880.8999999999996,-31952.6,540.4000000000051,-19771.2,0.0
2022,567268.9,552170.5,390525.7,372799.4,1.0475491645104578,713472.2000000001,43973.9,46920.4,1.0670056556275427,123431.9,108949.6,1.1329266009237298,146203.1,111067.2,1.3163481207773313,1.0273437280695004,1.108,106680.4,96281.94945848374,1006451.8,39825.0,97231.9,0.101581805605079,3368.1,4930.6,21039.0,18988.267148014438,443824.2,13630.0,25989.3,0.05972567733247232,-2349.0,-5681.1,2806.2,2532.671480144404,11115.2,339.2,2681.8,0.25177438131360547,-1048.1,-113.5,22068.6,19917.509025270756,713778.3,28714.5,20931.8,0.03060531314014507,-142.2,864.0,171.4,0.0,152594.19999999998,137720.39711191333,908350.0,400563.357400722,0.03132292836057907,1.209449959218282,296535.1,296640.8,-105.7,6728.0,178.0,44.090487514863256,-2.3973425098637815,6725.602657490136,6906.0,0.025774688676513176,73642.6,33406.6,5859.6,0.0,112908.8,225093.5,136818.7,53390.3,13952.7,20931.8,82455.2,88044.3,84192.7,78603.59999999999,11908.8,-562.2,2877.2,-92827.4,-876.5,-876.5,456188.2,422781.6,403591.1767421197,112161.5,3918.6000000000054,31379.5,13672.6,15656.0,11915.199999999999,2941.6,-20133.2,-9108.2,-8936.800000000001,8936.800000000001,0.12981956176338946,0.07901621073386354,0.21101717582499757,521628.6,0.5684793740220532,0.6182189189284841,261.578076,29.0,7168.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-205.59711191337556,325054.30000000005,2116139.0,117359.60000000014,58025.60000000009,1596406.981796896,2020085.616686943,1195424.7,380286.3,324372.6,532803.8,-118760.6,-562636.9,-655752.7,-709281.5,275041.0,0.0,-36776.700000000004,532803.8,380286.3,1195424.7,1490963.3,19932.8,7705.1,5867.6,-4873.4,10892.000000000002,-2808.7,-19193.3,-12454.5,3517.7,0.0,-6576.599999999999,-4873.4,7705.1,19932.8,20755.799999999996,-1526.9000000000924,-60.19999999997708,7724.2,741.4,7094.000000000002,-8840.5,36619.6,-560.8000000000011,1105.3,0.0,11.0,741.4,-60.19999999997708,-1526.9000000000924,-42409.900000000125,1672314.8,-681397.5,106244.40000000014,-655752.7,-434240.5,2052601.0999999999,380286.3,20927.0,7705.1,0.0042174969280792006,0.001987975901314352,0.00020099040385193883,0.0028715704542950885,0.019310688540417686,-6723.903783451402,11503.071036957845,19643.962389868393,10116.899999999996,-34115.833858390484,13221.9,-450.7000000000007,8083.300000000002,4164.699999999997,6824.899999999996,-5090.300000000003,-19193.3,939.9000000000015,-8936.8,1.8189894035458565e-12
2023,595184.3,555784.3,397697.8,371024.4,1.071891228717033,732917.3,43549.6,47822.2,1.0981088230431508,132249.7,112046.0,1.1803161201649324,137733.0,107448.4,1.2818524985016064,1.070890811417307,1.14,108772.4,95414.38596491229,1042598.4,27639.4,100265.2,0.09962245583941526,3489.9,5471.0,20362.7,17862.017543859653,440209.0,1868.0,25845.9,0.058234544218183686,-2913.4,-5926.1,3059.2,2683.5087719298244,11761.7,348.7,2761.4,0.24843457607600403,-952.8,-64.4,22953.3,20134.473684210527,740708.0,25569.2,21592.8,0.030251409996633404,31.5,519.6,344.9,0.0,155147.59999999998,136094.38596491228,914560.0000000001,386148.2456140351,0.0042088736936832195,1.2145403813354618,302262.5,302364.4,-101.9,6756.0,178.0,44.75494375370042,-2.276843437917956,6753.723156562082,6934.0,0.025670608595327372,73802.2,33543.9,6056.3,0.0,113402.4,249852.0,155991.8,54564.0,17703.4,21592.8,83184.9,90224.6,83227.3,76187.6,5841.7,-622.8,4005.3,-85411.8,-807.6,-807.6,462583.1,429039.2,400263.74738929915,120593.3,9839.800000000008,30533.8,13183.8,20607.9,16660.300000000003,12423.6,-11017.8,-26639.7,-26294.8,26294.8,0.12399890252481457,0.07818376502659898,0.2134071113785463,552114.5,0.5474634337623808,0.5901704095789171,270.213226,30.0,9115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.3140350878239,213817.70000000007,2211792.6999999997,116659.7,185192.00000000012,1652764.4340559088,2063448.828336189,1224952.0999999999,391816.10000000003,396454.2,541993.5,-97407.99999999999,-731372.7,-555515.9999999999,-865548.1000000001,382478.2,0.0,-47559.7,541993.5,391816.10000000003,1224952.0999999999,1527587.1999999997,20353.1,11518.6,3115.2,-2956.5,37091.799999999996,-7207.9,-15875.1,-36470.5,10175.6,0.0,-6082.9,-2956.5,11518.6,20353.1,15253.799999999994,9174.299999999908,11.200000000046202,68966.4,12146.2,-15739.2,-161527.9,116111.79999999999,-119796.09999999999,97261.6,0.0,-4700.100000000002,12146.199999999999,11.200000000046202,9174.299999999908,21370.09999999986,1771583.6999999997,-828780.7,104898.0,-555515.9999999999,-483069.9000000001,2163399.8,391816.10000000003,20511.8,11518.6,0.0042174969280792006,0.001987975901314352,0.00020099040385193883,0.007291736464494234,0.021420830707288497,-6381.33025904432,11403.06048449711,24443.296688638347,10794.200000000006,-37889.36771380124,8993.199999999999,-4190.6,29883.899999999994,20044.099999999984,3292.899999999994,-13367.400000000009,-15875.1,-4857.300000000001,-26294.9,-0.10000000000218279
